id,home_team_id,away_team_id,goals_home_team,goals_away_team,match_date,gameweek,league_id,status,created_at,updated_at,home_adj_goals,away_adj_goals,home_shot_xg,away_shot_xg,home_non_shot_xg,away_non_shot_xg,url,final_home_win_probability,final_away_win_probability,final_draw_probability
30,18,14,1,1,2017-08-27 15:00:00 UTC,3,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,1.1,1.1,2.1,1.0,3.1,1.0,http://api.football-data.org/v1/fixtures/159303,0.67,0.12,0.21
28,7,10,1,1,2017-08-27 12:30:00 UTC,3,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,1.1,1.1,0.9,1.3,1.0,1.9,http://api.football-data.org/v1/fixtures/159305,0.4,0.29,0.31
23,12,5,0,0,2017-08-26 14:00:00 UTC,3,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,0.0,0.0,1.8,0.7,1.4,0.4,http://api.football-data.org/v1/fixtures/159299,0.28,0.44,0.29
24,17,20,3,0,2017-08-26 14:00:00 UTC,3,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,2.7,0.0,2.0,0.8,2.0,0.2,http://api.football-data.org/v1/fixtures/159302,0.36,0.36,0.28
18,12,17,1,0,2017-08-20 12:30:00 UTC,2,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,1.1,0.0,0.3,1.1,0.3,1.2,http://api.football-data.org/v1/fixtures/159308,0.4,0.31,0.29
15,2,15,2,0,2017-08-19 14:00:00 UTC,2,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,2.1,0.0,2.0,0.2,0.9,0.6,http://api.football-data.org/v1/fixtures/159309,0.61,0.15,0.24
16,4,11,1,0,2017-08-19 14:00:00 UTC,2,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,1.1,0.0,2.3,0.7,2.3,0.8,http://api.football-data.org/v1/fixtures/159310,0.67,0.13,0.2
9,17,18,0,2,2017-08-13 12:30:00 UTC,1,31,FINISHED,2017-09-06 10:41:36 UTC,2017-09-06 10:48:31 UTC,0.0,1.7,0.7,2.3,0.4,2.0,http://api.football-data.org/v1/fixtures/159322,0.17,0.6,0.22
6,5,6,0,0,2017-08-12 14:00:00 UTC,1,31,FINISHED,2017-09-06 10:41:35 UTC,2017-09-06 10:48:31 UTC,0.0,0.0,2.5,0.3,2.9,0.4,http://api.football-data.org/v1/fixtures/159323,0.5,0.23,0.27
2,3,4,3,3,2017-08-12 11:30:00 UTC,1,31,FINISHED,2017-09-06 10:41:35 UTC,2017-09-06 10:48:31 UTC,3.2,3.2,2.0,2.4,0.7,1.7,http://api.football-data.org/v1/fixtures/159324,0.22,0.54,0.24
1086,54,41,2,2,2017-08-27 20:15:00 UTC,2,32,FINISHED,2017-09-06 10:41:43 UTC,2017-09-06 10:48:35 UTC,2.1,2.1,3.9,0.8,2.7,1.0,http://api.football-data.org/v1/fixtures/163212,0.85,0.05,0.1
1083,48,39,0,1,2017-08-27 16:15:00 UTC,2,32,FINISHED,2017-09-06 10:41:43 UTC,2017-09-06 10:48:35 UTC,0.0,1.1,1.5,1.4,1.5,0.6,http://api.football-data.org/v1/fixtures/163206,0.46,0.25,0.3
1081,45,57,1,0,2017-08-26 18:15:00 UTC,2,32,FINISHED,2017-09-06 10:41:43 UTC,2017-09-06 10:48:35 UTC,1.1,0.0,1.6,0.4,1.5,0.5,http://api.football-data.org/v1/fixtures/163208,0.36,0.35,0.29
1078,52,43,2,1,2017-08-25 20:00:00 UTC,2,32,FINISHED,2017-09-06 10:41:43 UTC,2017-09-06 10:48:35 UTC,2.1,1.1,1.6,0.3,1.2,1.2,http://api.football-data.org/v1/fixtures/163211,0.48,0.26,0.26
1074,53,54,0,3,2017-08-20 20:15:00 UTC,1,32,FINISHED,2017-09-06 10:41:43 UTC,2017-09-06 10:48:35 UTC,0.0,3.2,1.5,2.4,1.1,2.5,http://api.football-data.org/v1/fixtures/163217,0.14,0.69,0.17
1071,47,48,1,1,2017-08-19 20:15:00 UTC,1,32,FINISHED,2017-09-06 10:41:43 UTC,2017-09-06 10:48:35 UTC,1.1,0.8,2.2,1.3,0.9,0.6,http://api.football-data.org/v1/fixtures/163222,0.58,0.17,0.25
1068,41,42,1,0,2017-08-18 20:15:00 UTC,1,32,FINISHED,2017-09-06 10:41:43 UTC,2017-09-06 10:48:35 UTC,0.8,0.0,1.5,0.2,1.5,0.7,http://api.football-data.org/v1/fixtures/163223,0.57,0.2,0.23
398,30,33,1,0,2017-08-27 16:00:00 UTC,2,33,FINISHED,2017-09-06 10:41:38 UTC,2017-09-06 10:48:38 UTC,1.1,0.0,0.9,0.5,1.2,1.4,http://api.football-data.org/v1/fixtures/162524,0.27,0.46,0.27
397,34,35,4,1,2017-08-27 13:30:00 UTC,2,33,FINISHED,2017-09-06 10:41:38 UTC,2017-09-06 10:48:38 UTC,3.2,1.1,2.4,0.8,2.3,0.8,http://api.football-data.org/v1/fixtures/162526,0.57,0.19,0.24
